Timestamp (seconds),Hand X,Hand Y,In Zone (1=Yes/0=No),Part Placed
9.197,437.50,187.73,0,
9.204,437.50,187.73,0,
9.211,437.50,187.73,0,
9.225,437.50,187.73,0,
9.233,437.50,187.73,0,
9.244,437.50,187.73,0,
9.254,437.50,187.73,0,
9.264,437.50,187.73,0,
9.271,437.50,187.73,0,
9.285,437.50,187.73,0,
9.295,437.50,187.73,0,
9.305,437.50,187.73,0,
9.315,437.50,187.73,0,
9.324,437.50,187.73,0,
9.337,437.50,187.73,0,
9.341,437.50,187.73,0,
9.350,437.50,187.73,0,
9.362,437.50,187.73,0,
9.372,437.50,187.73,0,
9.383,437.50,187.73,0,
9.394,437.50,187.73,0,
9.402,437.50,187.73,0,
9.412,437.50,187.73,0,
9.424,437.50,187.73,0,
9.434,437.50,187.73,0,
9.441,437.50,187.73,0,
9.453,437.50,187.73,0,
9.461,437.50,187.73,0,
9.470,437.50,187.73,0,
9.482,437.50,187.73,0,
9.491,437.50,187.73,0,
9.500,437.50,187.73,0,
9.511,437.50,187.73,0,
9.524,437.50,187.73,0,
9.533,437.50,187.73,0,
9.543,437.50,187.73,0,
9.552,437.50,187.73,0,
9.566,437.50,187.73,0,
9.573,437.50,187.73,0,
9.584,437.50,187.73,0,
9.593,437.50,187.73,0,
9.602,437.50,187.73,0,
9.613,437.50,187.73,0,
9.624,437.50,187.73,0,
9.634,437.50,187.73,0,
9.642,437.50,187.73,0,
9.651,437.50,187.73,0,
9.664,437.50,187.73,0,
9.671,437.50,187.73,0,
9.684,437.50,187.73,0,
9.693,437.50,187.73,0,
9.700,437.50,187.73,0,
9.714,437.50,187.73,0,
9.723,437.50,187.73,0,
9.732,437.50,187.73,0,
9.742,437.50,187.73,0,
9.755,437.50,187.73,0,
9.764,437.50,187.73,0,
9.774,437.50,187.73,0,
9.786,437.50,187.73,0,
9.792,437.50,187.73,0,
9.805,437.50,187.73,0,
9.815,437.50,187.73,0,
9.820,437.50,187.73,0,
9.834,437.50,187.73,0,
9.845,437.50,187.73,0,
9.854,437.50,187.73,0,
9.863,437.50,187.73,0,
9.873,437.50,187.73,0,
9.884,437.50,187.73,0,
9.895,437.50,187.73,0,
9.901,437.50,187.73,0,
9.912,437.50,187.73,0,
9.921,437.50,187.73,0,
9.935,437.50,187.73,0,
9.945,437.50,187.73,0,
9.955,437.50,187.73,0,
9.965,437.50,187.73,0,
9.977,437.50,187.73,0,
9.982,437.50,187.73,0,
9.990,437.50,187.73,0,
10.002,437.50,187.73,0,
10.013,437.50,187.73,0,
10.025,437.50,187.73,0,
10.036,437.50,187.73,0,
10.041,437.50,187.73,0,
10.054,437.50,187.73,0,
10.064,437.50,187.73,0,
10.073,437.50,187.73,0,
10.081,437.50,187.73,0,
10.094,437.50,187.73,0,
10.101,437.50,187.73,0,
10.110,437.50,187.73,0,
10.121,437.50,187.73,0,
10.134,437.50,187.73,0,
10.143,437.50,187.73,0,
10.153,437.50,187.73,0,
10.162,437.50,187.73,0,
10.172,437.50,187.73,0,
10.183,437.50,187.73,0,
10.194,437.50,187.73,0,
10.201,437.50,187.73,0,
10.212,437.50,187.73,0,
10.223,437.50,187.73,0,
10.233,437.50,187.73,0,
10.243,437.50,187.73,0,
10.256,437.50,187.73,0,
10.262,437.50,187.73,0,
10.275,437.50,187.73,0,
10.282,437.50,187.73,0,
10.294,437.50,187.73,0,
10.306,437.50,187.73,0,
10.315,437.50,187.73,0,
10.320,437.50,187.73,0,
10.333,437.50,187.73,0,
10.342,437.50,187.73,0,
10.354,437.50,187.73,0,
10.362,437.50,187.73,0,
10.375,437.50,187.73,0,
10.386,437.50,187.73,0,
10.392,437.50,187.73,0,
10.402,437.50,187.73,0,
10.415,437.50,187.73,0,
10.426,437.50,187.73,0,
10.431,437.50,187.73,0,
10.441,437.50,187.73,0,
10.450,437.50,187.73,0,
10.463,437.50,187.73,0,
10.472,437.50,187.73,0,
10.481,437.50,187.73,0,
10.495,437.50,187.73,0,
10.503,437.50,187.73,0,
10.513,437.50,187.73,0,
10.520,437.50,187.73,0,
10.532,437.50,187.73,0,
10.545,437.50,187.73,0,
10.552,437.50,187.73,0,
10.563,437.50,187.73,0,
10.575,437.50,187.73,0,
10.587,437.50,187.73,0,
10.592,437.50,187.73,0,
10.602,437.50,187.73,0,
10.614,437.50,187.73,0,
10.621,437.50,187.73,0,
10.635,437.50,187.73,0,
10.647,437.50,187.73,0,
10.652,437.50,187.73,0,
10.662,437.50,187.73,0,
10.671,437.50,187.73,0,
10.685,437.50,187.73,0,
10.690,437.50,187.73,0,
10.703,437.50,187.73,0,
10.715,437.50,187.73,0,
10.723,437.50,187.73,0,
10.732,437.50,187.73,0,
10.740,437.50,187.73,0,
10.751,437.50,187.73,0,
10.763,437.50,187.73,0,
10.772,437.50,187.73,0,
10.782,437.50,187.73,0,
10.793,437.50,187.73,0,
10.802,437.50,187.73,0,
10.812,437.50,187.73,0,
10.824,437.50,187.73,0,
10.832,437.50,187.73,0,
10.845,437.50,187.73,0,
10.852,437.50,187.73,0,
10.864,437.50,187.73,0,
10.875,437.50,187.73,0,
10.886,437.50,187.73,0,
10.891,437.50,187.73,0,
10.901,437.50,187.73,0,
10.914,437.50,187.73,0,
10.924,437.50,187.73,0,
10.933,437.50,187.73,0,
10.941,437.50,187.73,0,
10.952,437.50,187.73,0,
10.962,437.50,187.73,0,
10.973,437.50,187.73,0,
10.983,437.50,187.73,0,
10.993,437.50,187.73,0,
11.002,437.50,187.73,0,
11.011,437.50,187.73,0,
11.024,437.50,187.73,0,
11.034,437.50,187.73,0,
11.043,437.50,187.73,0,
11.052,437.50,187.73,0,
11.063,437.50,187.73,0,
11.072,437.50,187.73,0,
11.081,437.50,187.73,0,
11.091,437.50,187.73,0,
11.103,437.50,187.73,0,
11.113,437.50,187.73,0,
11.121,437.50,187.73,0,
11.133,437.50,187.73,0,
11.142,437.50,187.73,0,
11.150,437.50,187.73,0,
11.162,437.50,187.73,0,
11.173,437.50,187.73,0,
11.182,437.50,187.73,0,
11.193,437.50,187.73,0,
11.203,437.50,187.73,0,
11.212,437.50,187.73,0,
11.224,437.50,187.73,0,
11.235,437.50,187.73,0,
11.246,437.50,187.73,0,
11.252,437.50,187.73,0,
11.262,437.50,187.73,0,
11.272,437.50,187.73,0,
11.283,437.50,187.73,0,
11.294,437.50,187.73,0,
11.302,437.50,187.73,0,
11.312,437.50,187.73,0,
11.324,437.50,187.73,0,
11.335,437.50,187.73,0,
11.343,437.50,187.73,0,
11.352,437.50,187.73,0,
11.363,437.50,187.73,0,
11.373,437.50,187.73,0,
11.383,437.50,187.73,0,
11.393,437.50,187.73,0,
11.404,437.50,187.73,0,
11.413,437.50,187.73,0,
11.420,437.50,187.73,0,
11.432,437.50,187.73,0,
11.444,437.50,187.73,0,
11.453,437.50,187.73,0,
11.464,437.50,187.73,0,
11.474,437.50,187.73,0,
11.482,437.50,187.73,0,
11.492,437.50,187.73,0,
11.501,437.50,187.73,0,
11.511,437.50,187.73,0,
11.523,437.50,187.73,0,
11.534,437.50,187.73,0,
11.542,437.50,187.73,0,
11.550,437.50,187.73,0,
11.563,437.50,187.73,0,
11.572,437.50,187.73,0,
11.582,437.50,187.73,0,
11.593,437.50,187.73,0,
11.601,437.50,187.73,0,
11.610,437.50,187.73,0,
11.620,437.50,187.73,0,
11.630,437.50,187.73,0,
11.644,437.50,187.73,0,
11.651,437.50,187.73,0,
11.660,437.50,187.73,0,
11.670,437.50,187.73,0,
11.680,437.50,187.73,0,
11.694,437.50,187.73,0,
11.706,437.50,187.73,0,
11.711,437.50,187.73,0,
11.724,437.50,187.73,0,
11.738,437.50,187.73,0,
11.742,437.50,187.73,0,
11.751,437.50,187.73,0,
11.763,437.50,187.73,0,
11.775,437.50,187.73,0,
11.782,437.50,187.73,0,
11.791,437.50,187.73,0,
11.801,437.50,187.73,0,
11.811,437.50,187.73,0,
11.823,437.50,187.73,0,
11.834,437.50,187.73,0,
11.842,437.50,187.73,0,
11.851,437.50,187.73,0,
11.866,437.50,187.73,0,
11.871,437.50,187.73,0,
11.880,437.50,187.73,0,
11.894,437.50,187.73,0,
11.904,437.50,187.73,0,
11.913,437.50,187.73,0,
11.923,437.50,187.73,0,
11.933,437.50,187.73,0,
11.941,437.50,187.73,0,
11.951,437.50,187.73,0,
11.963,437.50,187.73,0,
11.972,437.50,187.73,0,
11.983,437.50,187.73,0,
11.994,437.50,187.73,0,
12.003,437.50,187.73,0,
12.016,437.50,187.73,0,
12.025,437.50,187.73,0,
12.033,437.50,187.73,0,
12.044,437.50,187.73,0,
12.054,437.50,187.73,0,
12.064,437.50,187.73,0,
12.072,437.50,187.73,0,
12.082,437.50,187.73,0,
12.091,437.50,187.73,0,
12.101,437.50,187.73,0,
12.112,437.50,187.73,0,
12.123,437.50,187.73,0,
12.132,437.50,187.73,0,
12.142,437.50,187.73,0,
12.151,437.50,187.73,0,
12.162,437.50,187.73,0,
12.174,437.50,187.73,0,
12.182,437.50,187.73,0,
12.192,437.50,187.73,0,
12.203,437.50,187.73,0,
12.211,437.50,187.73,0,
12.225,437.50,187.73,0,
12.231,437.50,187.73,0,
12.245,437.50,187.73,0,
12.251,437.50,187.73,0,
12.267,437.50,187.73,0,
12.273,437.50,187.73,0,
12.281,437.50,187.73,0,
12.305,437.50,187.73,0,
12.312,437.50,187.73,0,
12.316,437.50,187.73,0,
12.322,437.50,187.73,0,
12.331,437.50,187.73,0,
12.345,437.50,187.73,0,
12.354,437.50,187.73,0,
12.364,437.50,187.73,0,
12.370,437.50,187.73,0,
12.384,437.50,187.73,0,
12.394,437.50,187.73,0,
12.401,437.50,187.73,0,
12.412,437.50,187.73,0,
12.424,437.50,187.73,0,
12.434,437.50,187.73,0,
12.440,437.50,187.73,0,
12.451,437.50,187.73,0,
12.462,437.50,187.73,0,
12.474,437.50,187.73,0,
12.482,437.50,187.73,0,
12.494,437.50,187.73,0,
12.506,437.50,187.73,0,
12.510,437.50,187.73,0,
12.525,437.50,187.73,0,
12.533,437.50,187.73,0,
12.542,437.50,187.73,0,
12.550,437.50,187.73,0,
12.564,437.50,187.73,0,
12.571,437.50,187.73,0,
12.584,437.50,187.73,0,
12.592,437.50,187.73,0,
12.602,437.50,187.73,0,
12.614,437.50,187.73,0,
12.623,437.50,187.73,0,
12.635,437.50,187.73,0,
12.645,437.50,187.73,0,
12.656,437.50,187.73,0,
12.663,437.50,187.73,0,
12.673,437.50,187.73,0,
12.685,437.50,187.73,0,
12.691,437.50,187.73,0,
12.703,437.50,187.73,0,
12.716,437.50,187.73,0,
12.721,437.50,187.73,0,
12.731,437.50,187.73,0,
12.743,437.50,187.73,0,
12.752,437.50,187.73,0,
12.765,437.50,187.73,0,
12.777,437.50,187.73,0,
12.781,437.50,187.73,0,
12.794,437.50,187.73,0,
12.805,437.50,187.73,0,
12.811,437.50,187.73,0,
12.823,437.50,187.73,0,
12.834,437.50,187.73,0,
12.842,437.50,187.73,0,
12.851,437.50,187.73,0,
12.865,437.50,187.73,0,
12.872,437.50,187.73,0,
12.883,437.50,187.73,0,
12.895,437.50,187.73,0,
12.905,437.50,187.73,0,
12.914,437.50,187.73,0,
12.923,437.50,187.73,0,
12.933,437.50,187.73,0,
12.944,437.50,187.73,0,
12.954,437.50,187.73,0,
12.963,437.50,187.73,0,
12.974,437.50,187.73,0,
12.986,437.50,187.73,0,
12.992,437.50,187.73,0,
13.002,437.50,187.73,0,
13.014,437.50,187.73,0,
13.024,437.50,187.73,0,
13.032,437.50,187.73,0,
13.041,437.50,187.73,0,
13.053,437.50,187.73,0,
13.065,437.50,187.73,0,
13.071,437.50,187.73,0,
13.081,437.50,187.73,0,
13.092,437.50,187.73,0,
13.106,437.50,187.73,0,
13.112,437.50,187.73,0,
13.121,437.50,187.73,0,
13.131,437.50,187.73,0,
13.143,437.50,187.73,0,
13.151,437.50,187.73,0,
13.165,437.50,187.73,0,
13.175,437.50,187.73,0,
13.185,437.50,187.73,0,
13.195,437.50,187.73,0,
13.206,437.50,187.73,0,
13.216,437.50,187.73,0,
13.223,437.50,187.73,0,
13.234,437.50,187.73,0,
13.241,437.50,187.73,0,
13.254,437.50,187.73,0,
13.261,437.50,187.73,0,
13.271,437.50,187.73,0,
13.284,437.50,187.73,0,
13.295,437.50,187.73,0,
13.303,437.50,187.73,0,
13.313,437.50,187.73,0,
13.325,437.50,187.73,0,
13.334,437.50,187.73,0,
13.343,437.50,187.73,0,
13.355,437.50,187.73,0,
13.364,437.50,187.73,0,
13.375,437.50,187.73,0,
13.381,437.50,187.73,0,
13.390,437.50,187.73,0,
13.403,437.50,187.73,0,
13.414,437.50,187.73,0,
13.423,437.50,187.73,0,
13.432,437.50,187.73,0,
13.443,437.50,187.73,0,
13.454,437.50,187.73,0,
13.464,437.50,187.73,0,
13.474,437.50,187.73,0,
13.481,437.50,187.73,0,
13.492,437.50,187.73,0,
13.502,437.50,187.73,0,
13.511,437.50,187.73,0,
13.524,437.50,187.73,0,
13.532,437.50,187.73,0,
13.543,437.50,187.73,0,
13.552,437.50,187.73,0,
13.566,437.50,187.73,0,
13.571,437.50,187.73,0,
13.581,437.50,187.73,0,
13.594,437.50,187.73,0,
13.607,437.50,187.73,0,
13.613,437.50,187.73,0,
13.625,437.50,187.73,0,
13.630,437.50,187.73,0,
13.641,437.50,187.73,0,
13.650,437.50,187.73,0,
13.662,437.50,187.73,0,
13.675,437.50,187.73,0,
13.681,437.50,187.73,0,
13.693,437.50,187.73,0,
13.706,437.50,187.73,0,
13.716,437.50,187.73,0,
13.724,437.50,187.73,0,
13.734,437.50,187.73,0,
13.745,437.50,187.73,0,
13.755,437.50,187.73,0,
13.764,437.50,187.73,0,
13.772,437.50,187.73,0,
13.783,437.50,187.73,0,
13.793,437.50,187.73,0,
13.802,437.50,187.73,0,
13.812,437.50,187.73,0,
13.822,437.50,187.73,0,
13.834,437.50,187.73,0,
13.843,437.50,187.73,0,
13.850,437.50,187.73,0,
13.862,437.50,187.73,0,
13.874,437.50,187.73,0,
13.883,437.50,187.73,0,
13.893,437.50,187.73,0,
13.901,437.50,187.73,0,
13.912,437.50,187.73,0,
13.921,437.50,187.73,0,
13.936,437.50,187.73,0,
13.941,437.50,187.73,0,
13.950,437.50,187.73,0,
13.960,437.50,187.73,0,
13.970,437.50,187.73,0,
13.984,437.50,187.73,0,
13.996,437.50,187.73,0,
14.001,437.50,187.73,0,
14.014,437.50,187.73,0,
14.024,437.50,187.73,0,
14.033,437.50,187.73,0,
14.042,437.50,187.73,0,
14.057,437.50,187.73,0,
14.061,437.50,187.73,0,
14.074,437.50,187.73,0,
14.081,437.50,187.73,0,
14.093,437.50,187.73,0,
14.102,437.50,187.73,0,
14.112,437.50,187.73,0,
14.124,437.50,187.73,0,
14.133,437.50,187.73,0,
14.143,437.50,187.73,0,
14.155,437.50,187.73,0,
14.163,437.50,187.73,0,
14.172,437.50,187.73,0,
14.181,437.50,187.73,0,
14.190,437.50,187.73,0,
14.203,437.50,187.73,0,
14.212,437.50,187.73,0,
14.222,437.50,187.73,0,
14.230,437.50,187.73,0,
14.243,437.50,187.73,0,
14.253,437.50,187.73,0,
14.264,437.50,187.73,0,
14.273,437.50,187.73,0,
14.282,437.50,187.73,0,
14.292,437.50,187.73,0,
14.303,437.50,187.73,0,
14.314,437.50,187.73,0,
14.324,437.50,187.73,0,
14.332,437.50,187.73,0,
14.345,437.50,187.73,0,
14.351,437.50,187.73,0,
14.364,437.50,187.73,0,
14.374,437.50,187.73,0,
14.384,437.50,187.73,0,
14.394,437.50,187.73,0,
14.402,437.50,187.73,0,
14.415,437.50,187.73,0,
14.427,437.50,187.73,0,
14.430,437.50,187.73,0,
14.442,437.50,187.73,0,
14.453,437.50,187.73,0,
14.462,437.50,187.73,0,
14.470,437.50,187.73,0,
14.481,437.50,187.73,0,
14.495,437.50,187.73,0,
14.503,437.50,187.73,0,
14.516,437.50,187.73,0,
14.521,437.50,187.73,0,
14.531,437.50,187.73,0,
14.540,437.50,187.73,0,
14.553,437.50,187.73,0,
14.562,437.50,187.73,0,
14.575,437.50,187.73,0,
14.583,437.50,187.73,0,
14.591,437.50,187.73,0,
14.601,437.50,187.73,0,
14.615,437.50,187.73,0,
14.621,437.50,187.73,0,
14.632,437.50,187.73,0,
14.640,437.50,187.73,0,
14.654,437.50,187.73,0,
14.664,437.50,187.73,0,
14.673,437.50,187.73,0,
14.681,437.50,187.73,0,
14.691,437.50,187.73,0,
14.703,437.50,187.73,0,
14.713,437.50,187.73,0,
14.728,437.50,187.73,0,
14.734,437.50,187.73,0,
14.744,437.50,187.73,0,
14.755,437.50,187.73,0,
14.761,437.50,187.73,0,
14.771,437.50,187.73,0,
14.785,437.50,187.73,0,
14.791,437.50,187.73,0,
14.802,437.50,187.73,0,
14.812,437.50,187.73,0,
14.821,437.50,187.73,0,
14.832,437.50,187.73,0,
14.840,437.50,187.73,0,
14.851,437.50,187.73,0,
14.862,437.50,187.73,0,
14.873,437.50,187.73,0,
14.881,437.50,187.73,0,
14.892,437.50,187.73,0,
14.901,437.50,187.73,0,
14.914,437.50,187.73,0,
14.922,437.50,187.73,0,
14.934,437.50,187.73,0,
14.941,437.50,187.73,0,
14.953,437.50,187.73,0,
14.964,437.50,187.73,0,
14.976,437.50,187.73,0,
14.985,437.50,187.73,0,
14.995,437.50,187.73,0,
15.001,437.50,187.73,0,
15.011,437.50,187.73,0,
15.025,437.50,187.73,0,
15.031,437.50,187.73,0,
15.044,437.50,187.73,0,
15.052,437.50,187.73,0,
15.063,437.50,187.73,0,
15.071,437.50,187.73,0,
15.084,437.50,187.73,0,
15.095,437.50,187.73,0,
15.104,437.50,187.73,0,
15.113,437.50,187.73,0,
15.123,437.50,187.73,0,
15.133,437.50,187.73,0,
15.141,437.50,187.73,0,
15.152,437.50,187.73,0,
15.161,437.50,187.73,0,
15.174,437.50,187.73,0,
15.185,437.50,187.73,0,
15.195,437.50,187.73,0,
15.204,437.50,187.73,0,
15.213,437.50,187.73,0,
15.221,437.50,187.73,0,
15.231,437.50,187.73,0,
15.240,437.50,187.73,0,
15.254,437.50,187.73,0,
15.262,437.50,187.73,0,
15.273,437.50,187.73,0,
15.282,437.50,187.73,0,
15.295,437.50,187.73,0,
15.301,437.50,187.73,0,
15.311,437.50,187.73,0,
15.324,437.50,187.73,0,
15.336,437.50,187.73,0,
15.340,437.50,187.73,0,
15.351,437.50,187.73,0,
15.368,437.50,187.73,0,
15.374,437.50,187.73,0,
15.383,437.50,187.73,0,
15.391,437.50,187.73,0,
15.403,437.50,187.73,0,
15.414,437.50,187.73,0,
15.424,437.50,187.73,0,
15.437,437.50,187.73,0,
15.441,437.50,187.73,0,
15.450,437.50,187.73,0,
15.460,437.50,187.73,0,
15.474,437.50,187.73,0,
15.484,437.50,187.73,0,
15.497,437.50,187.73,0,
15.505,437.50,187.73,0,
15.515,437.50,187.73,0,
15.523,437.50,187.73,0,
15.534,437.50,187.73,0,
15.541,437.50,187.73,0,
15.552,437.50,187.73,0,
15.564,437.50,187.73,0,
15.571,437.50,187.73,0,
15.587,437.50,187.73,0,
15.592,437.50,187.73,0,
15.602,437.50,187.73,0,
15.614,437.50,187.73,0,
15.620,437.50,187.73,0,
15.631,437.50,187.73,0,
15.642,437.50,187.73,0,
15.652,437.50,187.73,0,
15.664,437.50,187.73,0,
15.673,437.50,187.73,0,
15.683,437.50,187.73,0,
15.695,437.50,187.73,0,
15.707,437.50,187.73,0,
15.712,437.50,187.73,0,
15.725,437.50,187.73,0,
15.736,437.50,187.73,0,
15.742,437.50,187.73,0,
15.752,437.50,187.73,0,
15.763,437.50,187.73,0,
15.771,437.50,187.73,0,
15.785,437.50,187.73,0,
15.791,437.50,187.73,0,
15.805,437.50,187.73,0,
15.813,437.50,187.73,0,
15.823,437.50,187.73,0,
15.836,437.50,187.73,0,
15.841,437.50,187.73,0,
15.850,437.50,187.73,0,
15.865,437.50,187.73,0,
15.875,437.50,187.73,0,
15.881,437.50,187.73,0,
15.894,437.50,187.73,0,
15.903,437.50,187.73,0,
15.913,437.50,187.73,0,
15.926,437.50,187.73,0,
15.932,437.50,187.73,0,
15.945,437.50,187.73,0,
15.956,437.50,187.73,0,
15.963,437.50,187.73,0,
15.976,437.50,187.73,0,
15.983,437.50,187.73,0,
15.994,437.50,187.73,0,
16.005,437.50,187.73,0,
16.012,437.50,187.73,0,
16.026,437.50,187.73,0,
16.033,437.50,187.73,0,
16.044,437.50,187.73,0,
16.051,437.50,187.73,0,
16.067,437.50,187.73,0,
16.076,437.50,187.73,0,
16.080,437.50,187.73,0,
16.094,437.50,187.73,0,
16.115,437.50,187.73,0,
16.122,437.50,187.73,0,
16.127,437.50,187.73,0,
16.137,437.50,187.73,0,
16.149,437.50,187.73,0,
16.157,437.50,187.73,0,
16.165,437.50,187.73,0,
16.176,437.50,187.73,0,
16.185,437.50,187.73,0,
16.194,437.50,187.73,0,
16.203,437.50,187.73,0,
16.216,437.50,187.73,0,
16.224,437.50,187.73,0,
16.235,437.50,187.73,0,
16.249,437.50,187.73,0,
16.256,437.50,187.73,0,
16.261,437.50,187.73,0,
16.274,437.50,187.73,0,
16.284,437.50,187.73,0,
16.291,437.50,187.73,0,
16.302,437.50,187.73,0,
16.318,437.50,187.73,0,
16.334,437.50,187.73,0,
16.343,437.50,187.73,0,
16.353,437.50,187.73,0,
16.358,437.50,187.73,0,
16.363,437.50,187.73,0,
16.377,437.50,187.73,0,
16.387,437.50,187.73,0,
16.394,437.50,187.73,0,
16.404,437.50,187.73,0,
16.416,437.50,187.73,0,
16.421,437.50,187.73,0,
16.432,437.50,187.73,0,
16.443,437.50,187.73,0,
16.457,437.50,187.73,0,
16.474,437.50,187.73,0,
16.480,437.50,187.73,0,
16.485,437.50,187.73,0,
16.494,437.50,187.73,0,
16.502,437.50,187.73,0,
16.518,437.50,187.73,0,
16.524,437.50,187.73,0,
16.536,437.50,187.73,0,
16.545,437.50,187.73,0,
16.551,437.50,187.73,0,
16.561,437.50,187.73,0,
16.575,437.50,187.73,0,
16.581,437.50,187.73,0,
16.595,437.50,187.73,0,
16.605,437.50,187.73,0,
16.616,437.50,187.73,0,
16.622,437.50,187.73,0,
16.631,437.50,187.73,0,
16.641,437.50,187.73,0,
16.652,437.50,187.73,0,
16.661,437.50,187.73,0,
16.674,437.50,187.73,0,
16.681,437.50,187.73,0,
16.691,437.50,187.73,0,
16.701,437.50,187.73,0,
16.714,437.50,187.73,0,
16.721,437.50,187.73,0,
16.733,437.50,187.73,0,
16.744,437.50,187.73,0,
16.755,437.50,187.73,0,
16.765,437.50,187.73,0,
16.775,437.50,187.73,0,
16.782,437.50,187.73,0,
16.796,437.50,187.73,0,
16.801,437.50,187.73,0,
16.813,437.50,187.73,0,
16.822,437.50,187.73,0,
16.831,437.50,187.73,0,
16.843,437.50,187.73,0,
16.856,437.50,187.73,0,
16.863,437.50,187.73,0,
16.873,437.50,187.73,0,
16.886,437.50,187.73,0,
16.891,437.50,187.73,0,
16.905,437.50,187.73,0,
16.912,437.50,187.73,0,
16.924,437.50,187.73,0,
16.933,437.50,187.73,0,
16.946,437.50,187.73,0,
16.952,437.50,187.73,0,
16.962,437.50,187.73,0,
16.972,437.50,187.73,0,
16.984,437.50,187.73,0,
16.993,437.50,187.73,0,
17.001,437.50,187.73,0,
17.016,437.50,187.73,0,
17.022,437.50,187.73,0,
17.035,437.50,187.73,0,
17.045,437.50,187.73,0,
17.052,437.50,187.73,0,
17.063,437.50,187.73,0,
17.072,437.50,187.73,0,
17.082,437.50,187.73,0,
17.092,437.50,187.73,0,
17.102,437.50,187.73,0,
17.112,437.50,187.73,0,
17.121,437.50,187.73,0,
17.136,437.50,187.73,0,
17.147,437.50,187.73,0,
17.153,437.50,187.73,0,
17.163,437.50,187.73,0,
17.172,437.50,187.73,0,
17.181,437.50,187.73,0,
17.192,437.50,187.73,0,
17.205,437.50,187.73,0,
17.211,437.50,187.73,0,
17.227,437.50,187.73,0,
17.230,437.50,187.73,0,
17.242,437.50,187.73,0,
17.254,437.50,187.73,0,
17.265,437.50,187.73,0,
17.274,437.50,187.73,0,
17.281,437.50,187.73,0,
17.294,437.50,187.73,0,
17.304,437.50,187.73,0,
17.315,437.50,187.73,0,
17.320,437.50,187.73,0,
17.334,437.50,187.73,0,
17.344,437.50,187.73,0,
17.352,437.50,187.73,0,
17.361,437.50,187.73,0,
17.374,437.50,187.73,0,
17.386,437.50,187.73,0,
17.390,437.50,187.73,0,
17.400,437.50,187.73,0,
17.417,437.50,187.73,0,
17.422,437.50,187.73,0,
17.432,437.50,187.73,0,
17.445,437.50,187.73,0,
17.453,437.50,187.73,0,
17.462,437.50,187.73,0,
17.476,437.50,187.73,0,
17.482,437.50,187.73,0,
17.492,437.50,187.73,0,
17.504,437.50,187.73,0,
17.515,437.50,187.73,0,
17.525,437.50,187.73,0,
17.533,437.50,187.73,0,
17.543,437.50,187.73,0,
17.552,437.50,187.73,0,
17.562,437.50,187.73,0,
17.573,437.50,187.73,0,
17.584,437.50,187.73,0,
17.596,437.50,187.73,0,
17.605,437.50,187.73,0,
17.615,437.50,187.73,0,
17.625,437.50,187.73,0,
17.631,437.50,187.73,0,
17.645,437.50,187.73,0,
17.657,437.50,187.73,0,
17.662,437.50,187.73,0,
17.674,437.50,187.73,0,
17.682,437.50,187.73,0,
17.695,437.50,187.73,0,
17.701,437.50,187.73,0,
17.713,437.50,187.73,0,
17.722,437.50,187.73,0,
17.732,437.50,187.73,0,
17.744,437.50,187.73,0,
17.755,437.50,187.73,0,
17.764,437.50,187.73,0,
17.775,437.50,187.73,0,
17.781,437.50,187.73,0,
17.793,437.50,187.73,0,
17.802,437.50,187.73,0,
17.813,437.50,187.73,0,
17.821,437.50,187.73,0,
17.830,437.50,187.73,0,
17.841,437.50,187.73,0,
17.850,437.50,187.73,0,
17.861,437.50,187.73,0,
17.875,437.50,187.73,0,
17.883,437.50,187.73,0,
17.894,437.50,187.73,0,
17.903,437.50,187.73,0,
17.912,437.50,187.73,0,
17.920,437.50,187.73,0,
17.931,437.50,187.73,0,
17.943,437.50,187.73,0,
17.953,437.50,187.73,0,
17.963,437.50,187.73,0,
17.972,437.50,187.73,0,
17.986,437.50,187.73,0,
17.992,437.50,187.73,0,
18.007,437.50,187.73,0,
18.012,437.50,187.73,0,
18.025,437.50,187.73,0,
18.036,437.50,187.73,0,
18.046,437.50,187.73,0,
18.050,437.50,187.73,0,
18.062,437.50,187.73,0,
18.074,437.50,187.73,0,
18.082,437.50,187.73,0,
18.093,437.50,187.73,0,
18.102,437.50,187.73,0,
18.111,437.50,187.73,0,
18.121,437.50,187.73,0,
18.135,437.50,187.73,0,
18.142,437.50,187.73,0,
18.152,437.50,187.73,0,
18.163,437.50,187.73,0,
18.175,437.50,187.73,0,
18.183,437.50,187.73,0,
18.191,437.50,187.73,0,
18.201,437.50,187.73,0,
18.211,437.50,187.73,0,
18.224,437.50,187.73,0,
18.236,437.50,187.73,0,
18.244,437.50,187.73,0,
18.254,437.50,187.73,0,
18.265,437.50,187.73,0,
18.273,437.50,187.73,0,
18.283,437.50,187.73,0,
18.296,437.50,187.73,0,
18.304,437.50,187.73,0,
18.313,437.50,187.73,0,
18.322,437.50,187.73,0,
18.334,437.50,187.73,0,
18.342,437.50,187.73,0,
18.351,437.50,187.73,0,
18.366,437.50,187.73,0,
18.370,437.50,187.73,0,
18.382,437.50,187.73,0,
18.393,437.50,187.73,0,
18.402,437.50,187.73,0,
18.413,437.50,187.73,0,
18.426,437.50,187.73,0,
18.435,437.50,187.73,0,
18.444,437.50,187.73,0,
18.455,437.50,187.73,0,
18.473,437.50,187.73,0,
18.478,437.50,187.73,0,
18.483,437.50,187.73,0,
